CustomerID,Gender,SeniorCitizen,Tenure_Months,ContractType,MonthlyCharges,InternetService,TechSupport,PaymentMethod,TotalCharges,Churn
CUST11808,Female,1,36,Month-to-Month,41.17,No,No,Bank Transfer,1482.12,No
CUST11809,Female,1,21,One Year,76.31,Fiber Optic,No,Mailed Check,1602.51,Yes
CUST11810,Female,0,18,Month-to-Month,26.66,Fiber Optic,No,Electronic Check,479.88,No
CUST11811,Male,0,60,Two Year,118.67,No,No,Bank Transfer,7120.2,Yes
CUST11812,Male,1,18,One Year,34.73,DSL,No,Electronic Check,625.14,No
CUST11813,Male,1,1,Month-to-Month,103.94,DSL,Yes,Mailed Check,103.94,No
CUST11814,Female,0,14,Month-to-Month,129.19,DSL,No,Electronic Check,1808.66,Yes
CUST11815,Male,0,8,Month-to-Month,105.94,No,No,Credit Card,847.52,Yes
CUST11816,Female,0,66,Month-to-Month,102.21,Fiber Optic,Yes,Electronic Check,6745.86,No
CUST11817,Male,1,51,One Year,93.88,DSL,No,Bank Transfer,4787.88,Yes
CUST11818,Female,0,60,Month-to-Month,76.41,DSL,No,Bank Transfer,4584.6,No
CUST11819,Male,0,34,Month-to-Month,105.36,DSL,No,Mailed Check,3582.24,Yes
CUST11820,Male,0,36,Two Year,62.18,DSL,Yes,Bank Transfer,2238.48,No
CUST11821,Male,0,62,Month-to-Month,95.96,No,No,Electronic Check,5949.52,Yes
CUST11822,Female,0,1,Month-to-Month,103.23,Fiber Optic,No,Credit Card,103.23,Yes
CUST11823,Female,1,42,Two Year,85.26,No,Yes,Electronic Check,3580.92,No
CUST11824,Male,0,1,Month-to-Month,61.92,Fiber Optic,No,Electronic Check,61.92,Yes
CUST11825,Male,0,54,Two Year,84.64,Fiber Optic,Yes,Electronic Check,4570.56,No
CUST11826,Female,0,47,One Year,58.92,Fiber Optic,No,Bank Transfer,2769.24,Yes
CUST11827,Female,0,39,One Year,53.69,No,No,Mailed Check,2093.91,Yes
CUST11828,Female,0,30,One Year,93.63,No,No,Bank Transfer,2808.9,No
CUST11829,Male,0,7,Month-to-Month,74.39,No,Yes,Electronic Check,520.73,Yes
CUST11830,Female,0,22,One Year,93.27,Fiber Optic,No,Mailed Check,2051.94,No
CUST11831,Male,0,50,One Year,74.58,DSL,No,Mailed Check,3729.0,No
CUST11832,Female,0,45,Month-to-Month,85.28,Fiber Optic,No,Electronic Check,3837.6,Yes
CUST11833,Male,0,10,Month-to-Month,111.95,DSL,Yes,Electronic Check,1119.5,No
CUST11834,Female,1,14,Two Year,65.14,DSL,No,Bank Transfer,911.96,No
CUST11835,Female,1,46,Month-to-Month,57.89,DSL,No,Mailed Check,2662.94,No
CUST11836,Female,0,6,Two Year,82.89,DSL,Yes,Credit Card,497.34,No
CUST11837,Female,0,21,One Year,20.0,Fiber Optic,No,Mailed Check,420.0,Yes
CUST11838,Female,1,62,Month-to-Month,91.27,DSL,No,Bank Transfer,5658.74,No
CUST11839,Male,0,19,Month-to-Month,44.14,Fiber Optic,No,Electronic Check,838.66,No
CUST11840,Female,0,62,Month-to-Month,120.28,DSL,Yes,Mailed Check,7457.36,No
CUST11841,Female,1,53,Month-to-Month,93.69,Fiber Optic,No,Credit Card,4965.57,Yes
CUST11842,Female,0,24,Month-to-Month,97.48,Fiber Optic,Yes,Bank Transfer,2339.52,Yes
CUST11843,Male,0,56,One Year,98.19,DSL,Yes,Mailed Check,5498.64,No
CUST11844,Female,1,62,One Year,56.22,Fiber Optic,No,Bank Transfer,3485.64,No
CUST11845,Male,0,34,One Year,62.2,Fiber Optic,Yes,Mailed Check,2114.8,No
CUST11846,Female,0,22,One Year,20.0,Fiber Optic,Yes,Electronic Check,440.0,No
CUST11847,Female,0,68,Month-to-Month,114.84,Fiber Optic,No,Credit Card,7809.12,No
CUST11848,Male,0,57,One Year,31.35,Fiber Optic,No,Electronic Check,1786.95,Yes
CUST11849,Female,0,10,Month-to-Month,69.56,DSL,No,Mailed Check,695.6,No
CUST11850,Male,0,66,Month-to-Month,106.75,Fiber Optic,No,Credit Card,7045.5,Yes
CUST11851,Male,1,8,Month-to-Month,116.03,Fiber Optic,No,Mailed Check,928.24,Yes
CUST11852,Female,0,38,Month-to-Month,62.47,DSL,No,Mailed Check,2373.86,No
CUST11853,Male,0,62,Month-to-Month,20.0,Fiber Optic,Yes,Credit Card,1240.0,Yes
CUST11854,Female,0,28,Month-to-Month,76.93,Fiber Optic,No,Credit Card,2154.04,Yes
CUST11855,Female,0,10,Month-to-Month,79.99,DSL,Yes,Bank Transfer,799.9,No
CUST11856,Male,0,45,Two Year,82.72,Fiber Optic,No,Credit Card,3722.4,No
CUST11857,Male,1,65,Month-to-Month,60.83,Fiber Optic,No,Electronic Check,3953.95,Yes
CUST11858,Male,1,67,One Year,65.86,DSL,No,Credit Card,4412.62,No
CUST11859,Male,0,9,Month-to-Month,49.18,Fiber Optic,No,Credit Card,442.62,Yes
CUST11860,Female,0,5,Month-to-Month,74.76,Fiber Optic,No,Bank Transfer,373.8,No
CUST11861,Female,0,10,Month-to-Month,94.05,DSL,No,Electronic Check,940.5,Yes
CUST11862,Male,0,12,Month-to-Month,77.9,No,No,Electronic Check,934.8,Yes
CUST11863,Female,0,58,One Year,68.68,No,No,Credit Card,3983.44,No
CUST11864,Female,0,21,Month-to-Month,103.71,Fiber Optic,No,Credit Card,2177.91,Yes
CUST11865,Female,1,21,Month-to-Month,77.7,DSL,No,Bank Transfer,1631.7,Yes
CUST11866,Female,0,65,Month-to-Month,70.93,Fiber Optic,No,Electronic Check,4610.45,Yes
CUST11867,Male,0,3,Month-to-Month,72.33,Fiber Optic,No,Electronic Check,216.99,Yes
CUST11868,Male,0,69,One Year,33.69,No,Yes,Mailed Check,2324.61,No
CUST11869,Female,0,64,Month-to-Month,37.3,No,No,Bank Transfer,2387.2,No
CUST11870,Male,0,49,Month-to-Month,66.27,DSL,Yes,Bank Transfer,3247.23,No
CUST11871,Male,0,17,Month-to-Month,47.88,DSL,No,Credit Card,813.96,Yes
CUST11872,Male,0,32,Month-to-Month,68.64,DSL,No,Electronic Check,2196.48,No
CUST11873,Female,0,70,Month-to-Month,95.7,Fiber Optic,No,Credit Card,6699.0,Yes
CUST11874,Female,0,21,Month-to-Month,91.17,Fiber Optic,No,Bank Transfer,1914.57,No
CUST11875,Female,0,7,Month-to-Month,81.78,Fiber Optic,No,Electronic Check,572.46,Yes
CUST11876,Male,0,7,One Year,95.34,Fiber Optic,No,Electronic Check,667.38,No
CUST11877,Female,0,27,One Year,100.91,DSL,No,Bank Transfer,2724.57,No
CUST11878,Female,0,8,Month-to-Month,99.83,DSL,No,Electronic Check,798.64,Yes
CUST11879,Male,0,28,Month-to-Month,99.09,DSL,No,Mailed Check,2774.52,Yes
CUST11880,Female,0,66,Month-to-Month,34.04,Fiber Optic,No,Bank Transfer,2246.64,Yes
CUST11881,Female,0,71,One Year,20.0,Fiber Optic,No,Bank Transfer,1420.0,Yes
CUST11882,Male,0,47,Month-to-Month,46.59,No,No,Electronic Check,2189.73,Yes
CUST11883,Male,0,10,Two Year,56.3,Fiber Optic,Yes,Bank Transfer,563.0,No
CUST11884,Male,0,33,Month-to-Month,97.86,No,Yes,Credit Card,3229.38,No
CUST11885,Female,0,7,Month-to-Month,67.11,DSL,No,Bank Transfer,469.77,Yes
CUST11886,Female,0,3,One Year,55.61,Fiber Optic,No,Credit Card,166.83,No
CUST11887,Female,1,14,Month-to-Month,74.91,DSL,Yes,Mailed Check,1048.74,No
CUST11888,Male,0,44,Month-to-Month,86.07,DSL,Yes,Mailed Check,3787.08,Yes
CUST11889,Male,1,46,Month-to-Month,93.27,No,No,Credit Card,4290.42,No
CUST11890,Female,0,61,Month-to-Month,57.61,Fiber Optic,Yes,Bank Transfer,3514.21,Yes
CUST11891,Female,0,36,One Year,41.29,DSL,Yes,Credit Card,1486.44,No
CUST11892,Male,1,13,One Year,46.64,DSL,Yes,Electronic Check,606.32,No
CUST11893,Male,0,16,Month-to-Month,73.6,DSL,No,Credit Card,1177.6,No
CUST11894,Male,0,5,Month-to-Month,38.43,DSL,Yes,Mailed Check,192.15,Yes
CUST11895,Male,0,38,Month-to-Month,98.45,Fiber Optic,No,Mailed Check,3741.1,Yes
CUST11896,Female,0,50,One Year,38.72,Fiber Optic,No,Credit Card,1936.0,No
CUST11897,Male,0,38,Month-to-Month,23.27,Fiber Optic,No,Mailed Check,884.26,Yes
CUST11898,Female,0,56,Month-to-Month,74.66,DSL,Yes,Electronic Check,4180.96,Yes
CUST11899,Female,1,63,Month-to-Month,61.72,DSL,No,Bank Transfer,3888.36,Yes
CUST11900,Female,0,48,Month-to-Month,84.14,DSL,Yes,Bank Transfer,4038.72,Yes
CUST11901,Male,1,59,One Year,55.03,Fiber Optic,No,Credit Card,3246.77,No
CUST11902,Male,1,44,One Year,82.09,No,No,Mailed Check,3611.96,Yes
CUST11903,Male,0,55,Month-to-Month,100.22,DSL,Yes,Bank Transfer,5512.1,No
CUST11904,Male,0,55,One Year,51.3,DSL,No,Mailed Check,2821.5,No
CUST11905,Female,1,1,Month-to-Month,85.38,DSL,Yes,Credit Card,85.38,Yes
CUST11906,Male,1,8,Month-to-Month,123.87,DSL,No,Mailed Check,990.96,No
CUST11907,Male,0,4,Month-to-Month,93.14,DSL,No,Electronic Check,372.56,Yes
CUST11908,Female,0,53,Month-to-Month,46.2,No,No,Electronic Check,2448.6,Yes
CUST11909,Male,0,58,One Year,80.05,Fiber Optic,No,Mailed Check,4642.9,No
CUST11910,Female,0,37,Two Year,30.95,DSL,Yes,Electronic Check,1145.15,No
CUST11911,Female,0,49,Month-to-Month,35.27,DSL,No,Credit Card,1728.23,Yes
CUST11912,Female,0,67,Month-to-Month,114.75,DSL,No,Electronic Check,7688.25,No
CUST11913,Female,0,19,Month-to-Month,82.24,DSL,Yes,Electronic Check,1562.56,Yes
CUST11914,Female,0,1,One Year,116.15,Fiber Optic,No,Bank Transfer,116.15,No
CUST11915,Female,0,29,One Year,82.78,Fiber Optic,No,Bank Transfer,2400.62,Yes
CUST11916,Female,0,33,Month-to-Month,53.64,Fiber Optic,No,Credit Card,1770.12,Yes
CUST11917,Female,0,52,One Year,71.3,No,No,Electronic Check,3707.6,Yes
CUST11918,Male,0,41,One Year,78.04,Fiber Optic,No,Bank Transfer,3199.64,No
CUST11919,Male,0,23,Month-to-Month,136.41,DSL,No,Mailed Check,3137.43,Yes
CUST11920,Male,0,5,Month-to-Month,91.09,DSL,Yes,Mailed Check,455.45,Yes
CUST11921,Male,0,71,One Year,47.7,DSL,No,Electronic Check,3386.7,Yes
CUST11922,Female,1,57,Month-to-Month,64.2,Fiber Optic,No,Credit Card,3659.4,Yes
CUST11923,Male,0,6,Month-to-Month,84.18,Fiber Optic,Yes,Electronic Check,505.08,Yes
CUST11924,Female,0,49,Month-to-Month,37.36,No,No,Bank Transfer,1830.64,No
CUST11925,Male,0,22,Month-to-Month,69.47,No,No,Electronic Check,1528.34,Yes
CUST11926,Male,1,4,One Year,63.86,Fiber Optic,No,Electronic Check,255.44,Yes
CUST11927,Male,0,64,Month-to-Month,84.57,Fiber Optic,No,Mailed Check,5412.48,No
CUST11928,Female,0,37,Month-to-Month,67.04,Fiber Optic,Yes,Mailed Check,2480.48,No
CUST11929,Male,0,31,Month-to-Month,28.06,Fiber Optic,Yes,Bank Transfer,869.86,No
CUST11930,Female,0,37,One Year,68.64,DSL,No,Credit Card,2539.68,No
CUST11931,Female,0,45,Month-to-Month,93.05,DSL,No,Credit Card,4187.25,Yes
CUST11932,Male,0,8,Month-to-Month,113.36,DSL,Yes,Bank Transfer,906.88,Yes
CUST11933,Male,0,40,Month-to-Month,98.86,Fiber Optic,No,Bank Transfer,3954.4,Yes
CUST11934,Male,0,5,One Year,22.13,Fiber Optic,No,Electronic Check,110.65,No
CUST11935,Female,0,28,Two Year,29.91,DSL,Yes,Electronic Check,837.48,No
CUST11936,Male,0,9,Two Year,38.28,Fiber Optic,No,Credit Card,344.52,Yes
CUST11937,Female,1,2,Month-to-Month,115.17,Fiber Optic,No,Electronic Check,230.34,Yes
CUST11938,Female,0,63,One Year,84.85,No,No,Electronic Check,5345.55,No
CUST11939,Male,1,51,Month-to-Month,149.18,Fiber Optic,No,Mailed Check,7608.18,Yes
CUST11940,Male,0,31,One Year,108.53,No,No,Bank Transfer,3364.43,No
CUST11941,Female,0,7,Month-to-Month,72.86,DSL,No,Bank Transfer,510.02,Yes
CUST11942,Female,0,30,One Year,56.34,No,Yes,Mailed Check,1690.2,No
CUST11943,Female,1,58,Month-to-Month,81.23,DSL,No,Mailed Check,4711.34,Yes
CUST11944,Male,0,3,Two Year,95.23,Fiber Optic,No,Electronic Check,285.69,No
CUST11945,Female,0,51,One Year,106.33,DSL,Yes,Bank Transfer,5422.83,No
CUST11946,Male,0,56,Month-to-Month,61.33,Fiber Optic,No,Credit Card,3434.48,No
CUST11947,Female,0,10,Two Year,135.76,No,Yes,Bank Transfer,1357.6,No
CUST11948,Female,0,61,Month-to-Month,68.67,Fiber Optic,No,Credit Card,4188.87,Yes
CUST11949,Male,0,50,Two Year,105.5,Fiber Optic,No,Mailed Check,5275.0,No
CUST11950,Female,0,47,One Year,80.1,Fiber Optic,No,Bank Transfer,3764.7,Yes
CUST11951,Male,0,1,Two Year,59.37,DSL,No,Mailed Check,59.37,No
CUST11952,Male,0,57,Month-to-Month,20.0,Fiber Optic,Yes,Bank Transfer,1140.0,No
CUST11953,Female,0,38,Month-to-Month,32.83,DSL,No,Credit Card,1247.54,No
CUST11954,Male,0,62,One Year,105.3,Fiber Optic,No,Mailed Check,6528.6,Yes
CUST11955,Male,0,70,Two Year,92.57,No,Yes,Electronic Check,6479.9,No
CUST11956,Female,0,65,Month-to-Month,87.78,No,No,Bank Transfer,5705.7,Yes
CUST11957,Male,0,62,Month-to-Month,116.62,Fiber Optic,No,Credit Card,7230.44,No
CUST11958,Male,1,56,Month-to-Month,40.62,Fiber Optic,No,Electronic Check,2274.72,Yes
CUST11959,Male,1,67,Two Year,55.84,Fiber Optic,No,Mailed Check,3741.28,Yes
CUST11960,Female,0,17,One Year,57.87,Fiber Optic,No,Bank Transfer,983.79,Yes
CUST11961,Male,0,8,Month-to-Month,29.84,DSL,No,Bank Transfer,238.72,No
CUST11962,Female,0,60,Month-to-Month,46.03,Fiber Optic,No,Electronic Check,2761.8,Yes
CUST11963,Female,0,40,Month-to-Month,37.83,DSL,No,Electronic Check,1513.2,No
CUST11964,Male,0,62,Month-to-Month,22.9,Fiber Optic,No,Mailed Check,1419.8,No
CUST11965,Male,0,41,One Year,43.09,Fiber Optic,Yes,Electronic Check,1766.69,Yes
CUST11966,Male,0,12,Month-to-Month,68.03,No,No,Bank Transfer,816.36,Yes
CUST11967,Female,1,54,One Year,123.61,Fiber Optic,No,Bank Transfer,6674.94,Yes
CUST11968,Male,1,11,Two Year,39.42,DSL,No,Bank Transfer,433.62,No
CUST11969,Male,0,60,Month-to-Month,102.2,DSL,No,Bank Transfer,6132.0,Yes
CUST11970,Male,0,68,Month-to-Month,76.64,DSL,Yes,Electronic Check,5211.52,No
CUST11971,Male,0,46,One Year,83.11,No,No,Electronic Check,3823.06,Yes
CUST11972,Male,0,38,Month-to-Month,74.34,DSL,No,Credit Card,2824.92,No
CUST11973,Female,0,61,Two Year,20.0,No,Yes,Mailed Check,1220.0,No
CUST11974,Female,0,17,Month-to-Month,38.45,No,No,Electronic Check,653.65,Yes
CUST11975,Male,0,66,One Year,87.21,Fiber Optic,No,Mailed Check,5755.86,Yes
CUST11976,Male,0,36,Month-to-Month,71.39,DSL,No,Electronic Check,2570.04,No
CUST11977,Male,0,7,Month-to-Month,20.63,DSL,No,Credit Card,144.41,No
CUST11978,Male,0,16,Month-to-Month,63.48,Fiber Optic,No,Electronic Check,1015.68,Yes
CUST11979,Female,0,14,Two Year,87.77,Fiber Optic,No,Bank Transfer,1228.78,No
CUST11980,Male,0,25,Two Year,32.39,No,Yes,Electronic Check,809.75,No
CUST11981,Female,0,4,Month-to-Month,58.1,DSL,No,Mailed Check,232.4,No
CUST11982,Female,0,29,Month-to-Month,115.55,Fiber Optic,Yes,Bank Transfer,3350.95,No
CUST11983,Male,0,56,Month-to-Month,87.68,Fiber Optic,No,Electronic Check,4910.08,Yes
CUST11984,Female,0,6,Month-to-Month,117.6,DSL,Yes,Bank Transfer,705.6,No
CUST11985,Female,1,1,One Year,58.71,Fiber Optic,No,Bank Transfer,58.71,Yes
CUST11986,Female,0,39,Month-to-Month,102.45,Fiber Optic,Yes,Bank Transfer,3995.55,No
CUST11987,Female,0,1,One Year,39.05,DSL,Yes,Credit Card,39.05,No
CUST11988,Male,0,63,One Year,94.91,DSL,No,Mailed Check,5979.33,No
CUST11989,Male,1,57,Month-to-Month,48.55,Fiber Optic,Yes,Mailed Check,2767.35,Yes
CUST11990,Female,0,67,One Year,83.71,Fiber Optic,No,Electronic Check,5608.57,No
CUST11991,Male,0,65,Month-to-Month,85.23,DSL,No,Bank Transfer,5539.95,Yes
CUST11992,Male,0,65,Month-to-Month,90.65,DSL,No,Electronic Check,5892.25,Yes
CUST11993,Male,0,21,One Year,39.76,No,No,Mailed Check,834.96,Yes
CUST11994,Male,0,30,Month-to-Month,79.49,No,No,Bank Transfer,2384.7,No
CUST11995,Male,0,33,Month-to-Month,70.75,Fiber Optic,No,Mailed Check,2334.75,Yes
CUST11996,Female,0,48,Two Year,107.63,DSL,No,Bank Transfer,5166.24,No
CUST11997,Male,1,22,One Year,50.8,DSL,No,Bank Transfer,1117.6,Yes
CUST11998,Male,0,54,Month-to-Month,30.81,Fiber Optic,Yes,Credit Card,1663.74,Yes
CUST11999,Male,0,4,One Year,20.64,DSL,Yes,Bank Transfer,82.56,No
CUST12000,Male,0,55,Month-to-Month,61.43,Fiber Optic,No,Electronic Check,3378.65,Yes
CUST12001,Female,0,44,Two Year,57.19,DSL,Yes,Mailed Check,2516.36,No
CUST12002,Female,0,12,Month-to-Month,60.98,DSL,No,Mailed Check,731.76,No
CUST12003,Female,0,52,One Year,61.12,No,No,Mailed Check,3178.24,Yes
CUST12004,Female,0,65,One Year,111.83,No,No,Bank Transfer,7268.95,No
CUST12005,Male,0,65,Month-to-Month,65.59,No,Yes,Electronic Check,4263.35,No
CUST12006,Female,0,10,One Year,103.94,No,No,Credit Card,1039.4,Yes
CUST12007,Male,0,18,Two Year,81.53,Fiber Optic,Yes,Credit Card,1467.54,No
CUST12008,Male,0,47,One Year,42.62,Fiber Optic,No,Electronic Check,2003.14,No
CUST12009,Male,0,66,Month-to-Month,70.25,DSL,No,Electronic Check,4636.5,Yes
CUST12010,Male,0,49,Month-to-Month,116.37,Fiber Optic,Yes,Electronic Check,5702.13,Yes
CUST12011,Male,1,22,Two Year,100.46,DSL,No,Bank Transfer,2210.12,No
CUST12012,Female,1,26,Month-to-Month,106.08,No,No,Bank Transfer,2758.08,Yes
CUST12013,Female,0,9,One Year,85.14,Fiber Optic,No,Credit Card,766.26,Yes
CUST12014,Female,0,21,Month-to-Month,55.68,Fiber Optic,No,Electronic Check,1169.28,Yes
CUST12015,Female,0,63,Month-to-Month,119.2,Fiber Optic,Yes,Electronic Check,7509.6,Yes
CUST12016,Male,0,6,Month-to-Month,86.78,DSL,No,Mailed Check,520.68,Yes
CUST12017,Female,0,14,Two Year,97.93,Fiber Optic,No,Credit Card,1371.02,No
CUST12018,Male,0,33,One Year,73.26,Fiber Optic,Yes,Bank Transfer,2417.58,No
CUST12019,Female,0,71,Month-to-Month,39.0,Fiber Optic,No,Electronic Check,2769.0,Yes
CUST12020,Male,0,24,Two Year,81.85,Fiber Optic,No,Bank Transfer,1964.4,No
CUST12021,Male,0,51,Month-to-Month,120.82,DSL,No,Mailed Check,6161.82,Yes
CUST12022,Female,0,2,One Year,94.25,No,Yes,Electronic Check,188.5,Yes
CUST12023,Male,0,15,Month-to-Month,86.62,Fiber Optic,No,Bank Transfer,1299.3,Yes
CUST12024,Male,0,35,Two Year,44.2,No,No,Bank Transfer,1547.0,No
CUST12025,Female,0,36,Month-to-Month,115.69,No,Yes,Credit Card,4164.84,No
CUST12026,Male,0,39,One Year,110.42,DSL,No,Bank Transfer,4306.38,No
CUST12027,Female,0,4,Month-to-Month,20.0,No,No,Bank Transfer,80.0,No
CUST12028,Female,0,64,Month-to-Month,97.87,No,Yes,Bank Transfer,6263.68,No
CUST12029,Female,0,6,Month-to-Month,62.52,Fiber Optic,No,Bank Transfer,375.12,Yes
CUST12030,Male,0,57,Two Year,78.75,Fiber Optic,Yes,Mailed Check,4488.75,No
CUST12031,Male,0,30,Month-to-Month,45.47,No,No,Bank Transfer,1364.1,Yes
CUST12032,Male,0,67,One Year,73.62,DSL,No,Credit Card,4932.54,No
CUST12033,Female,0,15,Month-to-Month,36.99,No,Yes,Mailed Check,554.85,Yes
CUST12034,Male,0,17,Month-to-Month,45.9,Fiber Optic,No,Mailed Check,780.3,No
CUST12035,Female,0,18,Month-to-Month,85.53,Fiber Optic,No,Bank Transfer,1539.54,Yes
CUST12036,Female,0,19,One Year,47.3,Fiber Optic,No,Electronic Check,898.7,No
CUST12037,Male,1,69,One Year,82.87,Fiber Optic,No,Bank Transfer,5718.03,No
CUST12038,Female,0,24,Two Year,73.29,No,Yes,Mailed Check,1758.96,No
CUST12039,Male,0,48,Two Year,141.46,Fiber Optic,Yes,Bank Transfer,6790.08,Yes
CUST12040,Male,0,30,Month-to-Month,50.6,Fiber Optic,Yes,Credit Card,1518.0,No
CUST12041,Male,0,15,One Year,59.91,Fiber Optic,No,Credit Card,898.65,Yes
CUST12042,Male,1,47,Month-to-Month,48.51,Fiber Optic,No,Credit Card,2279.97,Yes
CUST12043,Male,0,44,Two Year,112.89,Fiber Optic,No,Bank Transfer,4967.16,Yes
CUST12044,Female,0,27,Month-to-Month,73.19,DSL,No,Bank Transfer,1976.13,No
CUST12045,Female,0,64,One Year,65.16,DSL,No,Mailed Check,4170.24,No
CUST12046,Female,0,41,Month-to-Month,93.11,DSL,Yes,Mailed Check,3817.51,No
CUST12047,Male,0,68,Month-to-Month,43.9,Fiber Optic,No,Mailed Check,2985.2,No
CUST12048,Male,0,5,Month-to-Month,29.74,Fiber Optic,Yes,Electronic Check,148.7,Yes
CUST12049,Male,0,53,Month-to-Month,78.55,Fiber Optic,Yes,Credit Card,4163.15,No
CUST12050,Female,0,8,Month-to-Month,74.86,DSL,No,Electronic Check,598.88,Yes
CUST12051,Male,0,22,One Year,47.91,DSL,No,Electronic Check,1054.02,No
CUST12052,Female,1,7,One Year,80.67,Fiber Optic,No,Credit Card,564.69,Yes
CUST12053,Female,0,22,Month-to-Month,125.5,Fiber Optic,Yes,Electronic Check,2761.0,Yes
CUST12054,Male,0,46,Month-to-Month,83.43,Fiber Optic,No,Bank Transfer,3837.78,No
CUST12055,Male,0,30,Month-to-Month,20.0,DSL,Yes,Credit Card,600.0,Yes
CUST12056,Female,0,16,Two Year,112.51,Fiber Optic,No,Electronic Check,1800.16,No
CUST12057,Male,0,5,Month-to-Month,129.68,Fiber Optic,No,Electronic Check,648.4,No
CUST12058,Female,0,67,Month-to-Month,85.87,Fiber Optic,Yes,Electronic Check,5753.29,Yes
CUST12059,Male,0,23,Month-to-Month,75.14,DSL,No,Bank Transfer,1728.22,Yes
CUST12060,Male,0,61,Month-to-Month,23.58,DSL,Yes,Electronic Check,1438.38,No
CUST12061,Female,1,5,Month-to-Month,44.03,No,No,Electronic Check,220.15,Yes
CUST12062,Male,0,23,Month-to-Month,60.79,Fiber Optic,Yes,Electronic Check,1398.17,Yes
CUST12063,Female,0,25,Month-to-Month,47.97,DSL,No,Mailed Check,1199.25,No
CUST12064,Male,1,8,Month-to-Month,54.72,No,Yes,Credit Card,437.76,Yes
CUST12065,Female,0,21,Month-to-Month,73.71,DSL,No,Electronic Check,1547.91,Yes
CUST12066,Female,0,2,One Year,49.46,Fiber Optic,No,Electronic Check,98.92,Yes
CUST12067,Male,0,22,Month-to-Month,115.58,DSL,No,Credit Card,2542.76,No
CUST12068,Female,0,68,Month-to-Month,72.23,DSL,No,Electronic Check,4911.64,No
CUST12069,Male,1,64,Month-to-Month,85.14,Fiber Optic,No,Bank Transfer,5448.96,No
CUST12070,Male,1,19,Two Year,85.28,DSL,Yes,Electronic Check,1620.32,No
CUST12071,Male,0,53,One Year,81.48,DSL,Yes,Electronic Check,4318.44,No
CUST12072,Female,0,52,One Year,71.42,No,No,Mailed Check,3713.84,No
CUST12073,Female,0,47,Month-to-Month,99.98,DSL,Yes,Mailed Check,4699.06,No
CUST12074,Male,0,54,Month-to-Month,106.28,Fiber Optic,No,Bank Transfer,5739.12,Yes
CUST12075,Male,0,44,Month-to-Month,20.0,DSL,No,Credit Card,880.0,No
CUST12076,Female,0,7,Month-to-Month,26.89,No,No,Bank Transfer,188.23,No
CUST12077,Male,1,1,Month-to-Month,53.72,No,Yes,Credit Card,53.72,Yes
CUST12078,Male,1,63,Two Year,36.53,DSL,Yes,Electronic Check,2301.39,No
CUST12079,Female,0,39,Two Year,47.95,Fiber Optic,Yes,Mailed Check,1870.05,No
CUST12080,Male,0,19,Month-to-Month,56.42,Fiber Optic,No,Bank Transfer,1071.98,No
CUST12081,Female,0,31,Month-to-Month,62.29,DSL,No,Bank Transfer,1930.99,Yes
CUST12082,Male,0,24,Month-to-Month,25.27,Fiber Optic,No,Mailed Check,606.48,Yes
CUST12083,Female,0,69,Month-to-Month,57.57,No,Yes,Credit Card,3972.33,No
CUST12084,Male,0,65,Two Year,112.68,DSL,Yes,Electronic Check,7324.2,No
CUST12085,Male,0,33,Month-to-Month,62.46,Fiber Optic,No,Credit Card,2061.18,Yes
CUST12086,Female,0,59,Two Year,87.76,DSL,Yes,Mailed Check,5177.84,No
CUST12087,Male,0,33,Month-to-Month,67.98,Fiber Optic,No,Electronic Check,2243.34,Yes
CUST12088,Female,1,32,Month-to-Month,73.45,DSL,Yes,Credit Card,2350.4,No
CUST12089,Male,0,59,Month-to-Month,66.53,Fiber Optic,Yes,Electronic Check,3925.27,Yes
CUST12090,Female,0,41,One Year,92.29,DSL,No,Mailed Check,3783.89,No
CUST12091,Female,0,12,Month-to-Month,45.37,DSL,Yes,Electronic Check,544.44,No
CUST12092,Female,0,11,Month-to-Month,75.13,Fiber Optic,No,Bank Transfer,826.43,Yes
CUST12093,Female,1,19,Month-to-Month,52.69,DSL,No,Mailed Check,1001.11,No
CUST12094,Male,0,54,Month-to-Month,90.11,Fiber Optic,No,Bank Transfer,4865.94,Yes
CUST12095,Male,0,57,Month-to-Month,36.76,DSL,No,Electronic Check,2095.32,No
CUST12096,Female,0,42,Month-to-Month,89.52,DSL,Yes,Credit Card,3759.84,Yes
CUST12097,Female,0,71,One Year,76.26,Fiber Optic,Yes,Electronic Check,5414.46,No
CUST12098,Female,0,31,One Year,32.06,DSL,Yes,Mailed Check,993.86,No
CUST12099,Male,0,52,Month-to-Month,122.38,Fiber Optic,No,Mailed Check,6363.76,Yes
CUST12100,Male,0,2,One Year,86.74,Fiber Optic,No,Electronic Check,173.48,No
CUST12101,Male,0,38,Month-to-Month,37.43,Fiber Optic,No,Credit Card,1422.34,Yes
CUST12102,Male,0,32,One Year,74.7,DSL,Yes,Mailed Check,2390.4,No
CUST12103,Female,0,10,Month-to-Month,20.82,Fiber Optic,No,Electronic Check,208.2,Yes
CUST12104,Female,0,8,Month-to-Month,20.0,Fiber Optic,Yes,Credit Card,160.0,Yes
CUST12105,Female,0,20,Month-to-Month,105.89,DSL,Yes,Bank Transfer,2117.8,Yes
CUST12106,Male,1,20,One Year,34.0,Fiber Optic,No,Mailed Check,680.0,Yes
CUST12107,Male,1,9,Month-to-Month,93.62,Fiber Optic,No,Bank Transfer,842.58,No
